Catégorie	Score	Nom	URL	Année	Niveau IA déclaré	Région	Description	Signaux détectés
A - IA core (techno propre probable)	3	VOLTA MEDICAL	https://www.volta-medical.com/	2016	L'IA est indispensable au fonctionnement de mon produit	Provence-Alpes-Côte d'Azur	Volta Medical leverages artificial intelligence to revolutionize interventional cardiac electrophysiology. Its cutting-edge software solutions use machine and deep learning algorithms to assist operators during cardiac ablation procedures. Volta’s DNA is to provide physicians with solutions that are user-friendly. Its first medical device, VX1, consists of a cue-giving interface designed to facilitate the identification of abnormal electrograms during ablation of complex arrhythmias such as atrial fibrillation. With VX1, operators keep their go-to navigation system and catheters. The VX1 real-time analysis algorithm has been trained on carefully curated databases of annotated intra-cardiac electrograms. The solution may be used as a support to assist electrogram-based atrial fibrillation ablation. VX1 is CE marked and FDA cleared. VX1 was the first artificial intelligence-based software solution to be FDA cleared in the interventional cardiology space. Volta Medical is expanding at a fast rate across the globe. Multiple partnerships have been formed with leading centers in Europe and the US.	+3 deep learning
A - IA core (techno propre probable)	3	adagos	https://www.adagos.com/	2011	L'IA est indispensable au fonctionnement de mon produit	Occitanie	ADAGOS has developed NeurEco; a new neural network approach based on parsimony.	+3 neural network
A - IA core (techno propre probable)	3	crunch dao	https://www.crunchdao.com/	2010	J'ai intégré l'IA pour améliorer mon produit	Île-de-France	CrunchDAO is an elite research community that develops alpha-generating insights through distributed ML competitions. The DAO consists of over 5,000 data scientists, quants and machine learning (ML) engineers, including 600 PhDs. DAO members can monetize their talents and expertise by competing in corporate Crunches. In return for building models that produce profitable insights, members can participate in profit sharing in the form of cash and CRUNCH tokens, which give them status, higher earning potential, and access to more lucrative Crunches.	+3 machine learning
A - IA core (techno propre probable)	3	Cognitive Engines	https://cogengines.com/	2019	L'IA est indispensable au fonctionnement de mon produit	Nouvelle-Aquitaine	Cognitive Engines est un intégrateur robotique collaborative. Notre Intelligence Artificielle propriétaire est couplée à de la vision temps réel, qui lui permet de reconnaitre  et piloter des bras robots industriels pour prendre des objets en mouvement.	+2 robotique; +1 robot
A - IA core (techno propre probable)	3	Sightengine	https://sightengine.com/	2022	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Notre technologie puissante d'analyse d'images et de vidéos est basée sur des systèmes de Deep Learning de pointe propriétaires et est mise à disposition via des API simples et claires.	+3 deep learning
A - IA core (techno propre probable)	3	nexterite	http://www.nexterite.com	2014	J'ai intégré l'IA pour améliorer mon produit	Île-de-France	Nextérité develops and markets real-time mobility information solutions based on proprietary semantic and machine learning technologies.  These solutions are mainly used by operators and authorities in Europe and Middle-East, to improve mobility management and information. Nextérité is considered as one of the Most Promising Deep Tech European Scale-ups in Mobility and Smart City by EIT Digital and TNWX	+3 machine learning
A - IA core (techno propre probable)	3	StackEase	https://stackease.ai/	2021	L'IA est indispensable au fonctionnement de mon produit	Provence-Alpes-Côte d'Azur	A software company project that leverages Machine Learning algorithms to tackle difficult optimization problem with focus on the energy market	+3 machine learning
A - IA core (techno propre probable)	3	MAbSilico	http://www.mabsilico.com	2017	L'IA est indispensable au fonctionnement de mon produit	Centre-Val de Loire	MAbSilico is a TechBio company developing and providing AI-based solutions for antibody drug design and discovery. We help biotech and pharma companies to leverage antibody discovery risks by providing computational candidates in days which are designed and characterized in silico and validated with state-of-the-art biological technologies. While MAbSilico combines 3D modeling, interaction simulation and linear sequences analysis, the antibody drug candidates are defined through their epitope, affinity, off-target risk, cross-species reactivity and developability assessment to be ready for biological activity evaluation. Using NLP technologies we gather information about antibodies and their target in different databases to ensure competitive landscape analysis and the freedom to operate of the computationally designed antibodies candidates.	+2 nlp; +1 simulation
A - IA core (techno propre probable)	3	SYLVIACARE	https://www.sylviacare.fr/	2021	L'IA est indispensable au fonctionnement de mon produit	Centre-Val de Loire	Détection précoce d'incendie pour espaces naturels et installations industrielles.
Nos capteurs combinent micros-caméras infrarouges et IA frugale pour générer des alarmes en un temps record et détecter les échauffements anormaux avant même l'apparition des premières flammes ou fumées.	+2 détection; +1 capteur
A - IA core (techno propre probable)	3	TiHive	https://www.tihive.com/	2017	L'IA est indispensable au fonctionnement de mon produit	Auvergne-Rhône-Alpes	Tihive develops in-line monitoring systems using terahertz see-through vision and deep learning to monitor raw material usage and uncover hidden product features in real time	+3 deep learning
A - IA core (techno propre probable)	3	Unbias	www.unbias.fr	2021	Mon produit sert au développement ou à la gestion de l'IA	Provence-Alpes-Côte d'Azur	Unbias is an independent deeptech lab on a mission to develop frugal, inclusive AI (Pacte Act 2019).
We focus on mastering deep signal understanding and precision layers alteration with application in controlling model for biases and information density.	+1 signal; +2 catégorie=tooling IA
A - IA core (techno propre probable)	3	veesion	https://veesion.io/	2018	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	We help store owners quickly identify shoplifting incidents. Our technology is built on the latest advancements in deep learning applied to video, offering solutions that are not only effective but also easy to use. From shoplifting detection to enhancing safety across various industries, our AI is designed to be concrete, simple, and useful.	+3 deep learning
A - IA core (techno propre probable)	3	Visionairy	https://www.visionairy.io/	2018	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Visionairy provides an AI-based computer vision software to automate visual inspections tasks in factory. Our mission is to make the best of industrial vision accessible to manufacturing teams to transform the way we produce by allowing :	+3 computer vision
A - IA core (techno propre probable)	3	Digeiz	www.digeiz.com	2015	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Digeiz mesure les flux des malls grâce à la vision par ordinateur. À partir des caméras existantes, nous fournissons des KPI précis (flux, démographie, parcours) certifiés CESP/RGPD. Les centres génèrent de nouveaux revenus pub et optimisent gestion, baux et espaces.	+3 vision par ordinateur
A - IA core (techno propre probable)	3	Flint	https://flint.media/	2016	L'IA est indispensable au fonctionnement de mon produit	Occitanie	Flint est une plateforme média dédiée à la compréhension et à la maîtrise de l'intelligence artificielle. Exploitant elle-même l'IA, Flint conçoit des newsletters automatisées qui permettent de dénicher et de diffuser efficacement des informations de qualité. Au-delà de ces newsletters, Flint propose une édition pédagogique centrée sur l'IA, offre des formations spécialisées et met à disposition des outils innovants de veille d'information basés sur le machine learning.	+3 machine learning
A - IA core (techno propre probable)	3	Highcast	https://www.highcast.co/	2021	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Highcast utilise l’IA et des algorithmes d’optimisation pour valoriser les flexibilités électriques des usines. En ajustant la production aux prix de l’électricité, elle réduit les coûts, améliore la compétitivité et l'impact environnemental.	+2 algorithme; +1 optimisation
B - IA probable (signaux modérés)	2	Illuin Technology	www.illuin.tech	2017	Mon produit sert au développement ou à la gestion de l'IA	Île-de-France	Créée en 2017 au sein de l'écosystème CentraleSupélec &amp; Paris-Saclay, ILLUIN Technology est une scale-up française spécialisée en IA, Data &amp; Digital pour les entreprises. 110+ experts tech déploient des solutions d’IA et numériques de haut vol à grande échelle et à fort impact les organisations.	+2 catégorie=tooling IA
B - IA probable (signaux modérés)	2	DeloniX	www.delonixx.com	2024	L'IA est indispensable au fonctionnement de mon produit	Auvergne-Rhône-Alpes	Maîtrise du risque énergétique lié à la décarbonation pour l'industrie. 
Plateforme d'analyse prédictive et d'incertitudes des évolutions de consommation d’électricité et des coûts associés.	+2 prédictive
B - IA probable (signaux modérés)	2	ContentSide	www.contentside.com	2010	Mon produit sert au développement ou à la gestion de l'IA	Île-de-France	ContentSide est expert en ingénierie de contenu, et spécialisé dans la presse et l’édition depuis bientôt 15 ans. Sa solution d'IA Semantic Platform analyse sémantiquement les articles.	+2 catégorie=tooling IA
B - IA probable (signaux modérés)	2	Fentech	https://fentech.ai/	2018	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Fentech propose une solution d'analyse prédictive basée sur l'IA pour le retail et l'industrie. Elle améliore la fiabilité des prévisions, réduit les stocks et évite les ruptures.	+2 prédictive
B - IA probable (signaux modérés)	2	AI BRIGHT	www.ai-bright.com	2019	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	AI BRIGHT développe une IA embarquée pour accompagner les amateurs de fitness pour atteindre leur objectif. Elle a lancé AIMOOV (www.ai-moov.com), un coach sportif personnel motivant et abordable, accessible à la demande et en illimité sur sa télé.	+2 embarqué
B - IA probable (signaux modérés)	2	Alien	www.alien.club	2022	Mon produit sert au développement ou à la gestion de l'IA	Île-de-France	Alien est le tiers de confiance européen qui permet aux IA d'accéder aux données privées pour générer des réponses fiables, sans jamais s'entraîner dessus. Nous réconcilions monétisation pour les ayants droit et conformité (AI Act) pour les modèles d'IA via une infrastructure sécurisée.	+2 catégorie=tooling IA
B - IA probable (signaux modérés)	2	Dataleon (formerly Youngapp)	https://www.dataleon.ai	2016	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	AI-driven data extraction powered by Machine learning for business automation	+3 machine learning; -1 powered by
B - IA probable (signaux modérés)	2	INCEPTO MEDICAL SAS	https://incepto-medical.com/fr	2018	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Incepto, première plateforme européenne d’IA pour l’imagerie médicale, allie innovation et accompagnement expert. Fondée en 2018, elle a levé 35 M€, renforçant l’indépendance technologique en IA et big data. Sélectionnée par France 2030 en 2024.	+2 imagerie
B - IA probable (signaux modérés)	2	Aloen	https://www.aloen.ai/	2023	Mon produit sert au développement ou à la gestion de l'IA	Bretagne	Aloen trains your agents with live AI assistance, analyzing all calls. Your personalized AI model improves daily from your interactions	+2 catégorie=tooling IA
B - IA probable (signaux modérés)	2	BeeBryte	www.beebryte.com	2015	L'IA est indispensable au fonctionnement de mon produit	Auvergne-Rhône-Alpes	Le pilotage prédictif de BeeBryte réduit jusqu’à 40 % la consommation énergétique des systèmes CVC et réfrigération dans l'industrie. Il utilise l’IA pour optimiser en temps réel selon la météo, les tarifs énergétiques et les besoins opérationnels.	+2 prédictif
B - IA probable (signaux modérés)	2	BEAROPS	https://bearops.fr/	2023	L'IA est indispensable au fonctionnement de mon produit	Bretagne	Beareye est la plateforme unifiée de gestion des risques cyber qui combine Red Team automatisée par intelligence artificielle, détection des vulnérabilités et surveillance du Dark Web. Une vision 360° de la sécurité pour les entreprises.	+2 détection
B - IA probable (signaux modérés)	2	GLIMPS	www.glimps.re	2019	J'ai intégré l'IA pour améliorer mon produit	Bretagne	GLIMPS développe des solutions d'analyse de malwares et de détection des cybermenaces basées sur l'intelligence artificielle. Lauréat French Tech 2030, GLIMPS propose une alternative souveraine européenne avec une analyse en moins de 3 secondes grâce à 25+ moteurs IA propriétaires.	+2 détection
B - IA probable (signaux modérés)	2	Covaloris	http://www.covaloris.com/	2020	Mon produit sert au développement ou à la gestion de l'IA	Île-de-France	Covaloris aide les PME françaises à passer de l’IA gadget à l’IA utile. Sa suite permet de tester, évaluer et industrialiser des solutions IA rapidement, à moindre coût, pour créer un avantage compétitif durable.	+2 catégorie=tooling IA
B - IA probable (signaux modérés)	2	Datategy	www.datategy.net	2016	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Datategy édite papAI, une plateforme d’IA de bout en bout permettant de déployer rapidement des cas d’usage industriels, publics et critiques : prédiction, optimisation, compliance, RAG avancé, IA générative, MLOps, data quality et gouvernance.	+2 prédiction; +1 optimisation; -1 ia générative
B - IA probable (signaux modérés)	2	Energiency	www.energiency.com	2013	L'IA est indispensable au fonctionnement de mon produit	Bretagne	Energiency accompagne les industriels dans la détection de nouvelles économies d’énergie et de CO2, en valorisant en temps réel les données existantes grâce à sa technologie d’analyse innovante alliant intelligence humaine et artificielle.	+2 détection
B - IA probable (signaux modérés)	2	Middl.AI	www.middlai.com	2024	Mon produit sert au développement ou à la gestion de l'IA	Île-de-France	Middl.AI est une start-up innovante à l'origine de NEXGEN OS, un système d'exploitation révolutionnaire pour l’IoT. Nous concevons des ordinateurs IoT intégrant cet OS et une plateforme d’apps AI, offrant des solutions sécurisées et décentralisées.	+2 catégorie=tooling IA
B - IA probable (signaux modérés)	2	namla	http://namla.cloud	2021	Mon produit sert au développement ou à la gestion de l'IA	Île-de-France	Namla is a Tech startup specializing in Cloud &amp; Edge Computing, IoT (Internet Of Things), and AI (Artificial Intelligence), it was created in 2021 by 3 visionary co-founders with several years of experience in the domain.	+2 catégorie=tooling IA
B - IA probable (signaux modérés)	2	mediawen international	http://mediawen.com	2014	J'ai intégré l'IA pour améliorer mon produit	Île-de-France	MEDIAWEN's solutions apply natural language processing (NLP), artificial intelligence (AI) and automation functions to cognitive linguistic challenges. Our hybrid service streamlines time-consuming tasks in the localization process.	+2 nlp
